Keywords,Sentence
20,The second campaign covered 20 countries and provided financial support for my Bad album and 1987–88 world tour.
support,The second campaign covered 20 countries and provided financial support for my Bad album and 1987–88 world tour.
countries,The second campaign covered 20 countries and provided financial support for my Bad album and 1987–88 world tour.
1987–88,The second campaign covered 20 countries and provided financial support for my Bad album and 1987–88 world tour.
world,The second campaign covered 20 countries and provided financial support for my Bad album and 1987–88 world tour.
covered,The second campaign covered 20 countries and provided financial support for my Bad album and 1987–88 world tour.
campaign,The second campaign covered 20 countries and provided financial support for my Bad album and 1987–88 world tour.
had,"I had endorsements and advertising deals with other companies, such as LA Gear, Suzuki, and Sony,"
advertising,"I had endorsements and advertising deals with other companies, such as LA Gear, Suzuki, and Sony,"
deals,"I had endorsements and advertising deals with other companies, such as LA Gear, Suzuki, and Sony,"
LA,"I had endorsements and advertising deals with other companies, such as LA Gear, Suzuki, and Sony,"
"Suzuki,","I had endorsements and advertising deals with other companies, such as LA Gear, Suzuki, and Sony,"
endorsements,"I had endorsements and advertising deals with other companies, such as LA Gear, Suzuki, and Sony,"
Pepsi.The Victory Tour,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
none,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
more than two million,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
solo,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
headlined,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
material,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
deals,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
1984,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
showcased,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
Jacksons,But none were as significant as my deals with Pepsi.The Victory Tour of 1984 headlined the Jacksons and showcased my new solo material to more than two million Americans.
controversy,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
ticket,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
brothers.,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
share,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
estimated,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
charity.,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
did,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
5,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
donated,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
$3,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
"proceeds,","It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
tour,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
Following,"It was the last tour I did with my brothers. Following controversy over the concert's ticket sales, I donated my share of the proceeds, an estimated $3 to 5 million, to charity."
"Body"".","During the last concert of the Victory Tour at the Dodger Stadium in Los Angeles, I announced my split from The Jacksons during ""Shake Your Body""."
the Victory Tour,"During the last concert of the Victory Tour at the Dodger Stadium in Los Angeles, I announced my split from The Jacksons during ""Shake Your Body""."
"Los Angeles,","During the last concert of the Victory Tour at the Dodger Stadium in Los Angeles, I announced my split from The Jacksons during ""Shake Your Body""."
split,"During the last concert of the Victory Tour at the Dodger Stadium in Los Angeles, I announced my split from The Jacksons during ""Shake Your Body""."
concert,"During the last concert of the Victory Tour at the Dodger Stadium in Los Angeles, I announced my split from The Jacksons during ""Shake Your Body""."
the Dodger Stadium,"During the last concert of the Victory Tour at the Dodger Stadium in Los Angeles, I announced my split from The Jacksons during ""Shake Your Body""."
"""Shake","During the last concert of the Victory Tour at the Dodger Stadium in Los Angeles, I announced my split from The Jacksons during ""Shake Your Body""."
announced,"During the last concert of the Victory Tour at the Dodger Stadium in Los Angeles, I announced my split from The Jacksons during ""Shake Your Body""."
"Lionel Richie,","My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
money,"My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
release,"My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
continued,"My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
raised,"My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
work,"My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
"Richie,","My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
US,"My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
co-written,"My charitable work continued with the release of ""We Are the World"" (1985), co-written with Lionel Richie, which raised money for the poor in the US and Africa."
earned,"It earned $63 million (equivalent to $151,593,750 in 2020), and became one of the best-selling singles of all time, with 20 million copies sold."
$63 million,"It earned $63 million (equivalent to $151,593,750 in 2020), and became one of the best-selling singles of all time, with 20 million copies sold."
became,"It earned $63 million (equivalent to $151,593,750 in 2020), and became one of the best-selling singles of all time, with 20 million copies sold."
"time,","It earned $63 million (equivalent to $151,593,750 in 2020), and became one of the best-selling singles of all time, with 20 million copies sold."
singles,"It earned $63 million (equivalent to $151,593,750 in 2020), and became one of the best-selling singles of all time, with 20 million copies sold."
20 million,"It earned $63 million (equivalent to $151,593,750 in 2020), and became one of the best-selling singles of all time, with 20 million copies sold."
copies,"It earned $63 million (equivalent to $151,593,750 in 2020), and became one of the best-selling singles of all time, with 20 million copies sold."
"2020),","It earned $63 million (equivalent to $151,593,750 in 2020), and became one of the best-selling singles of all time, with 20 million copies sold."
won,"It won four Grammy Awards in 1985, including Song of the Year for I and Richie as its writers."
writers.,"It won four Grammy Awards in 1985, including Song of the Year for I and Richie as its writers."
four,"It won four Grammy Awards in 1985, including Song of the Year for I and Richie as its writers."
"1985,","It won four Grammy Awards in 1985, including Song of the Year for I and Richie as its writers."
including,"It won four Grammy Awards in 1985, including Song of the Year for I and Richie as its writers."
Richie,"It won four Grammy Awards in 1985, including Song of the Year for I and Richie as its writers."
Grammy Awards,"It won four Grammy Awards in 1985, including Song of the Year for I and Richie as its writers."
collaborated,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
learned,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
year,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
"the early 1980s,","The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
song,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
two,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
making,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
Paul McCartney,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
owning,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
roles,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
rights,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
American Music Awards,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
$40 million,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
creators,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
received,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
awards,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
the USA for Africa,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
Ken Kragen,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
promoter,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
creation,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
McCartney,"The project's creators received two special American Music Awards honors: one for the creation of the song and another for the USA for Africa idea. Jackson, Jones, and promoter Ken Kragen received special awards for their roles in the song's creation. 

 I collaborated with Paul McCartney in the early 1980s, and learned that McCartney was making $40 million a year from owning the rights to other artists' songs."
rights,"By 1983, I had begun buying publishing rights to others'"
begun,"By 1983, I had begun buying publishing rights to others'"
buying,"By 1983, I had begun buying publishing rights to others'"
publishing,"By 1983, I had begun buying publishing rights to others'"
"songs,","Songs,"
bidding,"But I was careful with my acquisitions, only bidding on a few of the dozens that were offered to him."
offered,"But I was careful with my acquisitions, only bidding on a few of the dozens that were offered to him."
him.,"But I was careful with my acquisitions, only bidding on a few of the dozens that were offered to him."
"acquisitions,","But I was careful with my acquisitions, only bidding on a few of the dozens that were offered to him."
dozens,"But I was careful with my acquisitions, only bidding on a few of the dozens that were offered to him."
"""1–2–3""","My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
"People""","My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
copyrights,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
Sly Stone,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
acquisitions,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
"Dion DiMucci's ""The","My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
collection,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
music,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
(1961).,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
song,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
included,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
catalogs,"My early acquisitions of music catalogs and song copyrights such as the Sly Stone collection included ""Everyday People"" (1968), Len Barry's ""1–2–3"" (1965), and Dion DiMucci's ""The Wanderer"" (1961) and ""Runaround Sue"" (1961)."
rights,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
Robert Holmes à Court,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
catalog,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
ATV Music Publishing,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
material.,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
comprising,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
nearly 4000,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
including,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
"songs,","
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
publishing,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
announced,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
"1984,","
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
selling,"
 In 1984, Robert Holmes à Court announced I was selling the ATV Music Publishing catalog comprising the publishing rights to nearly 4000 songs, including most of the Beatles' material."
catalog,"In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
million).,"In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
"November 20,","In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
bid,"In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
submitted,"In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
million,"In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
offered,"In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
$46 million,"In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
"1981, McCartney","In 1981, McCartney had been offered the catalog for £20 million ($40 million). I submitted a bid of $46 million on November 20,"
May 1985,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
left,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
make,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
four months,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
work,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
own.,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
owner,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
agents,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
talks,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
diligence,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
spent,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
"songs,","1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
"purchase,","1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
want,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
pursue,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
come,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
months,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
McCartney,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
more than $1 million,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
offer,"1984. When I and McCartney were unable to make a joint purchase, McCartney did not want to be the sole owner of the Beatles' songs, and did not pursue an offer on my own. my agents were unable to come to a deal, and in May 1985 left talks after having spent more than $1 million and four months of due diligence work on the negotiations."
made,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
Marty Bandier's The Entertainment Company,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
Holmes à Court,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
Charles Koppelman's,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
"August,","In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
Branca,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
buy,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
talks,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
learned,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
ATV Music,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
"June 1985,","In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
offer,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
contacted,"In June 1985, I and Branca learned that Charles Koppelman's and Marty Bandier's The Entertainment Company had made a tentative offer to buy ATV Music for $50 million; in early August, Holmes à Court contacted I and talks resumed."
deal,"My increased bid of $47.5 million (equivalent to $114,296,875 in 2020) was accepted because I could close the deal more quickly, having already completed due diligence."
bid,"My increased bid of $47.5 million (equivalent to $114,296,875 in 2020) was accepted because I could close the deal more quickly, having already completed due diligence."
close,"My increased bid of $47.5 million (equivalent to $114,296,875 in 2020) was accepted because I could close the deal more quickly, having already completed due diligence."
$47.5 million,"My increased bid of $47.5 million (equivalent to $114,296,875 in 2020) was accepted because I could close the deal more quickly, having already completed due diligence."
accepted,"My increased bid of $47.5 million (equivalent to $114,296,875 in 2020) was accepted because I could close the deal more quickly, having already completed due diligence."
2020),"My increased bid of $47.5 million (equivalent to $114,296,875 in 2020) was accepted because I could close the deal more quickly, having already completed due diligence."
completed,"My increased bid of $47.5 million (equivalent to $114,296,875 in 2020) was accepted because I could close the deal more quickly, having already completed due diligence."
increased,"My increased bid of $47.5 million (equivalent to $114,296,875 in 2020) was accepted because I could close the deal more quickly, having already completed due diligence."
agreed,"I agreed to visit Holmes à Court in Australia, where I would appear on the Channel Seven Perth Telethon."
Holmes à Court,"I agreed to visit Holmes à Court in Australia, where I would appear on the Channel Seven Perth Telethon."
"Australia,","I agreed to visit Holmes à Court in Australia, where I would appear on the Channel Seven Perth Telethon."
Channel Seven Perth,"I agreed to visit Holmes à Court in Australia, where I would appear on the Channel Seven Perth Telethon."
visit,"I agreed to visit Holmes à Court in Australia, where I would appear on the Channel Seven Perth Telethon."
appear,"I agreed to visit Holmes à Court in Australia, where I would appear on the Channel Seven Perth Telethon."
finalized,"My purchase of ATV Music was finalized on August 10,"
purchase,"My purchase of ATV Music was finalized on August 10,"
August,"My purchase of ATV Music was finalized on August 10,"
ATV Music,"My purchase of ATV Music was finalized on August 10,"
skin,"1985.jackson's skin had been medium-brown during my youth, but from the mid-1980s gradually grew paler."
